ets Jun  8 2016 00:22:57


216.6168
217.924
217.9412
217.9412
215.7396
216.1696
216.1696
216.1696
216.6168
217.064
216.1696
216.5996
216.6168
215.7224
216.1524
216.1524
218.3712
217.9412
217.494
216.1524
217.9412
217.9412
216.1524
216.1524
217.0468
217.494
217.0468
216.6168
216.6168
216.6168
216.1524
216.6168
216.1696
216.6168
217.5112
217.0812
216.6168
217.064
217.5112
217.0812
216.6168
217.9412
216.6168
217.0468
217.494
217.5112
217.9412
216.6168
117.906
94.7204
97.352
101.4284
105.7628
110.4756
113.7264
142.76
218.8184
130.8404
217.9412
134.934
135.2092
138.0816
157.0532
147.0084
138.718
163.6924
144.0328
145.3228
153.2864
151.962
153.94
154.7656
155.4192
157.2252
159.0656
163.1592
160.6652
162.2304
164.2772
186.6888
166.0144
166.496
165.4124
166.8056
167.528
167.2872
167.0292
165.636
165.9456
166.2036
167.8032
165.6704
165.5672
165.0168
165.8252
165.7392
165.6532
165.6016
164.7072
165.5672
164.69
165.6016
165.2404
165.3608
167.2356
166.582
165.4984
166.496
166.1004
166.668
166.2724
166.324
166.496
166.3584
168.216
168.044
168.646
169.506
169.9876
171.4152
171.5012
172.7396
173.3072
174.924
176.8848
175.1132
175.526
176.042
176.1452
175.8356
198.2128
179.9464
178.7596
180.2388
181.46
182.2684
185.33
188.4948
186.534
186.6028
191.4532
193.758
195.7188
213.5208
217.4596
215.258
195.7016
197.7484
199.348
200.5004
200.3112
202.8912
205.7464
209.7368
208.7392
217.0468
211.7492
211.818
212.3168
217.0468
213.5724
213.1596
216.6684
212.2996
211.904
212.5576
210.9408
211.3708
209.2724
212.2824
217.0812
211.388
217.494
211.13
210.2184
209.324
209.3068
210.614
208.894
209.8056
210.27
209.9088
208.636
208.6532
211.2676
209.9432
208.6188
209.8744
209.4272
218.354
209.7884
209.3412
210.8204
212.0588
211.3364
215.2924
217.064
212.6436
213.9508
213.5208
213.1424
215.1376
213.538
213.0736
211.216
212.2652
214.8108
208.8768
205.6776
205.97
203.992
213.9852
201.9624
217.8724
214.7764
197.6452
215.2236
216.5824
214.7936
187.6004
183.2316
217.4596
179.1896
176.7128
176.7988
204.7832
216.5652
172.3784
169.334
214.7936
165.0168
216.5996
214.8108
168.8696
156.0384
154.6452
187.5832
184.5388
144.0844
159.5128
217.4596
140.6616
136.568
135.3812
134.59
132.4228
131.2876
128.7248
125.56
122.2232
120.0904
118.4908
116.7192
114.638
112.1784
111.284
107.9988
107.6376
104.7136
104.2836
101.996
100.8264
96.8876
96.234
93.5164
91.9856
88.8208
88.0296
84.6068
83.9704
82.2332
80.1004
77.9848
78.8276
76.0928
74.132
72.498
70.8124
69.4364
66.9252
65.7212
65.9104
63.5368
63.3476
60.1828
59.2196
57.4996
56.2956
55.1776
57.0352
53.32
52.0472
49.8628
49.6736
48.1944
44.8748
43.7052
42.9828
40.2308
40.162
38.9236
36.894
35.7588
34.314
33.7292
32.3532
31.39
30.444
29.5324
29.068
28.638
27.4512
26.66
26.0064
25.542
25.2324
25.886
25.284
24.8196
24.8712
25.714
24.7508
24.6992
25.0604
24.8712
24.338
24.2692
24.2176
24.2176
25.112
24.2176
24.6304
24.5788
